Protein_ID,Type,Method,Count
1go0,prot,NMR,1
1go1,prot,NMR,1
1go5,prot,NMR,1
1go9,prot,NMR,1
1goe,prot,NMR,1
1gp8,prot,NMR,1
1gps,prot,NMR,1
1gpt,prot,NMR,1
1gpx,prot,NMR,1
1gq0,prot,NMR,1
1grm,prot,NMR,1
1grx,prot,NMR,1
1gur,prot,NMR,1
1guw,prot,NMR,1
1gw3,prot,NMR,1
1gw4,prot,NMR,1
1gwp,prot,NMR,1
1gx7,prot,NMR,1
1gxe,prot,NMR,1
1gxg,prot,NMR,1
1gxh,prot,NMR,1
1gxi,prot,NMR,1
1gxv,prot,NMR,1
1gxx,prot,NMR,1
1gya,prot,NMR,1
1gyf,prot,NMR,1
1gyz,prot,NMR,1
1h0l,prot,NMR,1
1h0t,prot,NMR,1
1h0z,prot,NMR,1
1h1j,prot,NMR,1
1h20,prot,NMR,1
1h2o,prot,NMR,1
1h3h,prot,NMR,1
1h3z,prot,NMR,1
1h4b,prot,NMR,1
1h5o,prot,NMR,1
1h5p,prot,NMR,1
1h67,prot,NMR,1
1h6q,prot,NMR,1
1h7d,prot,NMR,1
1h7j,prot,NMR,1
1h7v,prot,NMR,1
1h7y,prot,NMR,1
1h8b,prot,NMR,1
1h8c,prot,NMR,1
1h8m,prot,NMR,1
1h92,prot,NMR,1
1h95,prot,NMR,1
1h9c,prot,NMR,1
1h9e,prot,NMR,1
1h9f,prot,NMR,1
1ha6,prot,NMR,1
1ha8,prot,NMR,1
1ha9,prot,NMR,1
1haa,prot,NMR,1
1hae,prot,NMR,1
1haf,prot,NMR,1
1haj,prot,NMR,1
1hbw,prot,NMR,1
1hcc,prot,NMR,1
1hcd,prot,NMR,1
1hce,prot,NMR,1
1hcp,prot,NMR,1
1hcs,prot,NMR,1
1hct,prot,NMR,1
1hcw,prot,NMR,1
1hd0,prot,NMR,1
1hd1,prot,NMR,1
1hd4,prot,NMR,1
1hd6,prot,NMR,1
1hd9,prot,NMR,1
1hdj,prot,NMR,1
1hdl,prot,NMR,1
1hdn,prot,NMR,1
1hdp,prot,NMR,1
1heh,prot,NMR,1
1hej,prot,NMR,1
1hev,prot,NMR,1
1hf9,prot,NMR,1
1hff,prot,NMR,1
1hfg,prot,NMR,1
1hfh,prot,NMR,1
1hfi,prot,NMR,1
1hfn,prot,NMR,1
1hhn,prot,NMR,1
1hhv,prot,NMR,1
1hi7,prot,NMR,1
1hic,prot,NMR,1
1hiq,prot,NMR,1
1his,prot,NMR,1
1hit,prot,NMR,1
1hj0,prot,NMR,1
1hj7,prot,NMR,1
1hjd,prot,NMR,1
1hjm,prot,NMR,1
1hjn,prot,NMR,1
1hk6,prot,NMR,1
1hko,prot,NMR,1
1hks,prot,NMR,1
1hkt,prot,NMR,1
1hky,prot,NMR,1
1hll,prot,NMR,1
1hls,prot,NMR,1
1hly,prot,NMR,1
1hma,prot,NMR,1
1hme,prot,NMR,1
1hmf,prot,NMR,1
1hmj,prot,NMR,1
1hn3,prot,NMR,1
1hn6,prot,NMR,1
1hnr,prot,NMR,1
1hns,prot,NMR,1
1ho0,prot,NMR,1
1ho2,prot,NMR,1
1ho7,prot,NMR,1
1ho9,prot,NMR,1
1hod,prot,NMR,1
1hof,prot,NMR,1
1hom,prot,NMR,1
1hov,prot,NMR,1
1hoy,prot,NMR,1
1hp2,prot,NMR,1
1hp3,prot,NMR,1
1hp8,prot,NMR,1
1hp9,prot,NMR,1
1hph,prot,NMR,1
1hpj,prot,NMR,1
1hpk,prot,NMR,1
1hpw,prot,NMR,1
1hpy,prot,NMR,1
1hqb,prot,NMR,1
1hqi,prot,NMR,1
1hr1,prot,NMR,1
1hra,prot,NMR,1
1hre,prot,NMR,1
1hrf,prot,NMR,1
1hrj,prot,NMR,1
1hrl,prot,NMR,1
1hrq,prot,NMR,1
1hrr,prot,NMR,1
1hs5,prot,NMR,1
1hs7,prot,NMR,1
1hsm,prot,NMR,1
1hsn,prot,NMR,1
1hsq,prot,NMR,1
1hth,prot,NMR,1
1htx,prot,NMR,1
1hu5,prot,NMR,1
1hu6,prot,NMR,1
1hu7,prot,NMR,1
1hue,prot,NMR,1
1hui,prot,NMR,1
1hum,prot,NMR,1
1hun,prot,NMR,1
1hv2,prot,NMR,1
1hvw,prot,NMR,1
1hvz,prot,NMR,1
1hx2,prot,NMR,1
1hx7,prot,NMR,1
1hxv,prot,NMR,1
1hy8,prot,NMR,1
1hy9,prot,NMR,1
1hyi,prot,NMR,1
1hyj,prot,NMR,1
1hyk,prot,NMR,1
1hym,prot,NMR,1
1hyw,prot,NMR,1
1hz3,prot,NMR,1
1hz8,prot,NMR,1
1hze,prot,NMR,1
1hzk,prot,NMR,1
1hzl,prot,NMR,1
1hzm,prot,NMR,1
1hzn,prot,NMR,1
1i02,prot,NMR,1
1i0u,prot,NMR,1
1i11,prot,NMR,1
1i16,prot,NMR,1
1i17,prot,NMR,1
1i18,prot,NMR,1
1i1s,prot,NMR,1
1i25,prot,NMR,1
1i26,prot,NMR,1
1i2u,prot,NMR,1
1i2v,prot,NMR,1
1i35,prot,NMR,1
1i42,prot,NMR,1
1i4v,prot,NMR,1
1i56,prot,NMR,1
1i5h,prot,NMR,1
1i5j,prot,NMR,1
1i5t,prot,NMR,1
1i5u,prot,NMR,1
1i6c,prot,NMR,1
1i6d,prot,NMR,1
1i6e,prot,NMR,1
1i6f,prot,NMR,1
1i6g,prot,NMR,1
1i6y,prot,NMR,1
1i6z,prot,NMR,1
1i87,prot,NMR,1
1i8c,prot,NMR,1
1i8e,prot,NMR,1
1i8g,prot,NMR,1
1i8h,prot,NMR,1
1i8x,prot,NMR,1
1i8y,prot,NMR,1
1i93,prot,NMR,1
1i98,prot,NMR,1
1ib7,prot,NMR,1
1ib8,prot,NMR,1
1ib9,prot,NMR,1
1iba,prot,NMR,1
1ibi,prot,NMR,1
1ibn,prot,NMR,1
1ibo,prot,NMR,1
1ibx,prot,NMR,1
1ic9,prot,NMR,1
1ica,prot,NMR,1
1ich,prot,NMR,1
1icl,prot,NMR,1
1ico,prot,NMR,1
1icy,prot,NMR,1
1id6,prot,NMR,1
1id7,prot,NMR,1
1id8,prot,NMR,1
1idg,prot,NMR,1
1idh,prot,NMR,1
1idi,prot,NMR,1
1idl,prot,NMR,1
1idy,prot,NMR,1
1idz,prot,NMR,1
1ie5,prot,NMR,1
1ie6,prot,NMR,1
1ieh,prot,NMR,1
1ien,prot,NMR,1
1ieo,prot,NMR,1
1iet,prot,NMR,1
1ieu,prot,NMR,1
1iez,prot,NMR,1
1ifw,prot,NMR,1
1ify,prot,NMR,1
1ig6,prot,NMR,1
1igl,prot,NMR,1
1ih0,prot,NMR,1
1ih9,prot,NMR,1
1ihq,prot,NMR,1
1ihv,prot,NMR,1
1ihw,prot,NMR,1
1iie,prot,NMR,1
1iij,prot,NMR,1
1iio,prot,NMR,1
1iiy,prot,NMR,1
1ija,prot,NMR,1
1ijc,prot,NMR,1
1ijp,prot,NMR,1
1ijz,prot,NMR,1
1ik0,prot,NMR,1
1ik8,prot,NMR,1
1ikc,prot,NMR,1
1ikl,prot,NMR,1
1ikm,prot,NMR,1
1iku,prot,NMR,1
1il6,prot,NMR,1
1il8,prot,NMR,1
1ilf,prot,NMR,1
1ilo,prot,NMR,1
1ilp,prot,NMR,1
1ilq,prot,NMR,1
1ily,prot,NMR,1
1im1,prot,NMR,1
1im7,prot,NMR,1
1imi,prot,NMR,1
1iml,prot,NMR,1
1imo,prot,NMR,1
1imp,prot,NMR,1
1imq,prot,NMR,1
1imt,prot,NMR,1
1imu,prot,NMR,1
1imw,prot,NMR,1
1in1,prot,NMR,1
1in2,prot,NMR,1
1in3,prot,NMR,1
1inz,prot,NMR,1
1io6,prot,NMR,1
1iog,prot,NMR,1
1ioh,prot,NMR,1
1ioj,prot,NMR,1
1iou,prot,NMR,1
1iox,prot,NMR,1
1ip0,prot,NMR,1
1ip9,prot,NMR,1
1ipg,prot,NMR,1
1iq3,prot,NMR,1
1iqo,prot,NMR,1
1iqs,prot,NMR,1
1iqt,prot,NMR,1
1irf,prot,NMR,1
1irg,prot,NMR,1
1irh,prot,NMR,1
1irl,prot,NMR,1
1irp,prot,NMR,1
1irr,prot,NMR,1
1irs,prot,NMR,1
1iry,prot,NMR,1
1irz,prot,NMR,1
1isk,prot,NMR,1
1it1,prot,NMR,1
1it4,prot,NMR,1
1it5,prot,NMR,1
1itf,prot,NMR,1
1iti,prot,NMR,1
1itl,prot,NMR,1
1itm,prot,NMR,1
1itp,prot,NMR,1
1ity,prot,NMR,1
1iu0,prot,NMR,1
1iu2,prot,NMR,1
1iuf,prot,NMR,1
1iur,prot,NMR,1
1iuy,prot,NMR,1
1iv0,prot,NMR,1
1iva,prot,NMR,1
1ivm,prot,NMR,1
1ivt,prot,NMR,1
1ivz,prot,NMR,1
1iw4,prot,NMR,1
1iwc,prot,NMR,1
1iwf,prot,NMR,1
1ix5,prot,NMR,1
1ixa,prot,NMR,1
1ixd,prot,NMR,1
1ixt,prot,NMR,1
1ixu,prot,NMR,1
1iy3,prot,NMR,1
1iy4,prot,NMR,1
1iy5,prot,NMR,1
1iy6,prot,NMR,1
1iyc,prot,NMR,1
1iyf,prot,NMR,1
1iyg,prot,NMR,1
1iym,prot,NMR,1
1iyr,prot,NMR,1
1iyt,prot,NMR,1
1iyu,prot,NMR,1
1iyv,prot,NMR,1
1iyy,prot,NMR,1
1j03,prot,NMR,1
1j0f,prot,NMR,1
1j0g,prot,NMR,1
1j0q,prot,NMR,1
1j0s,prot,NMR,1
1j0t,prot,NMR,1
1j1h,prot,NMR,1
1j26,prot,NMR,1
1j2m,prot,NMR,1
1j2n,prot,NMR,1
1j2o,prot,NMR,1
1j3c,prot,NMR,1
1j3d,prot,NMR,1
1j3g,prot,NMR,1
1j3s,prot,NMR,1
1j3t,prot,NMR,1
1j3x,prot,NMR,1
1j4k,prot,NMR,1
1j4l,prot,NMR,1
1j4m,prot,NMR,1
1j4o,prot,NMR,1
1j4p,prot,NMR,1
1j4q,prot,NMR,1
1j4v,prot,NMR,1
1j56,prot,NMR,1
1j57,prot,NMR,1
1j5b,prot,NMR,1
1j5c,prot,NMR,1
1j5d,prot,NMR,1
1j5h,prot,NMR,1
1j5i,prot,NMR,1
1j5j,prot,NMR,1
1j5l,prot,NMR,1
1j5m,prot,NMR,1
1j6q,prot,NMR,1
1j6t,prot,NMR,1
1j6y,prot,NMR,1
1j7h,prot,NMR,1
1j7m,prot,NMR,1
1j7o,prot,NMR,1
1j7p,prot,NMR,1
1j7q,prot,NMR,1
1j7r,prot,NMR,1
1j8c,prot,NMR,1
1j8i,prot,NMR,1
1j8k,prot,NMR,1
1j8n,prot,NMR,1
1j8z,prot,NMR,1
1j9i,prot,NMR,1
1j9o,prot,NMR,1
1j9v,prot,NMR,1
1jaa,prot,NMR,1
1jaj,prot,NMR,1
1jar,prot,NMR,1
1jas,prot,NMR,1
1jau,prot,NMR,1
1jav,prot,NMR,1
1jba,prot,NMR,1
1jbd,prot,NMR,1
1jbf,prot,NMR,1
1jbh,prot,NMR,1
1jbi,prot,NMR,1
1jbj,prot,NMR,1
1jbl,prot,NMR,1
1jbn,prot,NMR,1
1jc2,prot,NMR,1
1jc6,prot,NMR,1
1jc8,prot,NMR,1
1jco,prot,NMR,1
1jcp,prot,NMR,1
1jcu,prot,NMR,1
1jd8,prot,NMR,1
1jdk,prot,NMR,1
1jdm,prot,NMR,1
1jdq,prot,NMR,1
1je3,prot,NMR,1
1je4,prot,NMR,1
1je9,prot,NMR,1
1jeg,prot,NMR,1
1jei,prot,NMR,1
1jem,prot,NMR,1
1jex,prot,NMR,1
1jfj,prot,NMR,1
1jfk,prot,NMR,1
1jfn,prot,NMR,1
1jfp,prot,NMR,1
1jfw,prot,NMR,1
1jgk,prot,NMR,1
1jgn,prot,NMR,1
1jh3,prot,NMR,1
1jh4,prot,NMR,1
1jhb,prot,NMR,1
1ji8,prot,NMR,1
1ji9,prot,NMR,1
1jic,prot,NMR,1
1jjd,prot,NMR,1
1jjg,prot,NMR,1
1jjj,prot,NMR,1
1jjr,prot,NMR,1
1jjs,prot,NMR,1
1jjx,prot,NMR,1
1jjz,prot,NMR,1
1jkn,prot,NMR,1
1jkz,prot,NMR,1
1jli,prot,NMR,1
1jlo,prot,NMR,1
1jlp,prot,NMR,1
1jlz,prot,NMR,1
1jm4,prot,NMR,1
1jm7,prot,NMR,1
1jmn,prot,NMR,1
1jmp,prot,NMR,1
1jmq,prot,NMR,1
1jn7,prot,NMR,1
1jnj,prot,NMR,1
1jno,prot,NMR,1
1jns,prot,NMR,1
1jnt,prot,NMR,1
1jo3,prot,NMR,1
1jo4,prot,NMR,1
1jo5,prot,NMR,1
1jo6,prot,NMR,1
1jok,prot,NMR,1
1joo,prot,NMR,1
1joq,prot,NMR,1
1jor,prot,NMR,1
1joy,prot,NMR,1
1jq1,prot,NMR,1
1jq2,prot,NMR,1
1jq4,prot,NMR,1
1jqr,prot,NMR,1
1jr5,prot,NMR,1
1jr6,prot,NMR,1
1jrf,prot,NMR,1
1jrj,prot,NMR,1
1jrm,prot,NMR,1
1jru,prot,NMR,1
1jsa,prot,NMR,1
1jsp,prot,NMR,1
1jt8,prot,NMR,1
1jtb,prot,NMR,1
1ju5,prot,NMR,1
1ju8,prot,NMR,1
1jun,prot,NMR,1
1jv8,prot,NMR,1
1jv9,prot,NMR,1
1jvr,prot,NMR,1
1jw2,prot,NMR,1
1jw3,prot,NMR,1
1jwd,prot,NMR,1
1jwe,prot,NMR,1
1jww,prot,NMR,1
1jxc,prot,NMR,1
1jxd,prot,NMR,1
1jxf,prot,NMR,1
1jxs,prot,NMR,1
1jy4,prot,NMR,1
1jy6,prot,NMR,1
1jy9,prot,NMR,1
1jyt,prot,NMR,1
1jzp,prot,NMR,1
1jzu,prot,NMR,1
1k09,prot,NMR,1
1k0h,prot,NMR,1
1k0p,prot,NMR,1
1k0s,prot,NMR,1
1k0t,prot,NMR,1
1k0v,prot,NMR,1
1k0x,prot,NMR,1
1k18,prot,NMR,1
1k19,prot,NMR,1
1k1c,prot,NMR,1
1k1v,prot,NMR,1
1k1z,prot,NMR,1
1k2h,prot,NMR,1
1k2m,prot,NMR,1
1k2n,prot,NMR,1
1k36,prot,NMR,1
1k37,prot,NMR,1
1k3g,prot,NMR,1
1k3h,prot,NMR,1
1k3j,prot,NMR,1
1k3k,prot,NMR,1
1k3m,prot,NMR,1
1k3n,prot,NMR,1
1k3q,prot,NMR,1
1k42,prot,NMR,1
1k43,prot,NMR,1
1k45,prot,NMR,1
1k48,prot,NMR,1
1k4u,prot,NMR,1
1k5k,prot,NMR,1
1k5o,prot,NMR,1
1k5r,prot,NMR,1
1k5w,prot,NMR,1
1k64,prot,NMR,1
1k76,prot,NMR,1
1k7b,prot,NMR,1
1k81,prot,NMR,1
1k85,prot,NMR,1
1k8b,prot,NMR,1
1k8h,prot,NMR,1
1k8m,prot,NMR,1
1k8o,prot,NMR,1
1k8v,prot,NMR,1
1k91,prot,NMR,1
1k99,prot,NMR,1
1k9c,prot,NMR,1
1k9q,prot,NMR,1
1k9r,prot,NMR,1
1ka5,prot,NMR,1
1ka6,prot,NMR,1
1ka7,prot,NMR,1
1kal,prot,NMR,1
1kat,prot,NMR,1
1kb7,prot,NMR,1
1kb8,prot,NMR,1
1kbe,prot,NMR,1
1kbf,prot,NMR,1
1kbh,prot,NMR,1
1kbs,prot,NMR,1
1kbt,prot,NMR,1
1kc4,prot,NMR,1
1kcn,prot,NMR,1
1kco,prot,NMR,1
1kcp,prot,NMR,1
1kcy,prot,NMR,1
1kd6,prot,NMR,1
1kde,prot,NMR,1
1kdf,prot,NMR,1
1kdl,prot,NMR,1
1kdu,prot,NMR,1
1kdx,prot,NMR,1
1kef,prot,NMR,1
1kfh,prot,NMR,1
1kfp,prot,NMR,1
1kft,prot,NMR,1
1kfz,prot,NMR,1
1kg1,prot,NMR,1
1kgl,prot,NMR,1
1kgm,prot,NMR,1
1khm,prot,NMR,1
1kik,prot,NMR,1
1kio,prot,NMR,1
1kj0,prot,NMR,1
1kj5,prot,NMR,1
1kj6,prot,NMR,1
1kjk,prot,NMR,1
1kjs,prot,NMR,1
1kkd,prot,NMR,1
1kkg,prot,NMR,1
1kkx,prot,NMR,1
1kl8,prot,NMR,1
1kla,prot,NMR,1
1klc,prot,NMR,1
1kld,prot,NMR,1
1klp,prot,NMR,1
1klq,prot,NMR,1
1klr,prot,NMR,1
1kls,prot,NMR,1
1klv,prot,NMR,1
1km7,prot,NMR,1
1kma,prot,NMR,1
1kmd,prot,NMR,1
1kmf,prot,NMR,1
1kmg,prot,NMR,1
1kmr,prot,NMR,1
1kmx,prot,NMR,1
1kn5,prot,NMR,1
1kn6,prot,NMR,1
1kn7,prot,NMR,1
1kot,prot,NMR,1
1koy,prot,NMR,1
1koz,prot,NMR,1
1kpp,prot,NMR,1
1kpq,prot,NMR,1
1kq8,prot,NMR,1
1kqe,prot,NMR,1
1kqh,prot,NMR,1
1kqi,prot,NMR,1
1kqk,prot,NMR,1
1kqv,prot,NMR,1
1kri,prot,NMR,1
1krs,prot,NMR,1
1krt,prot,NMR,1
1krw,prot,NMR,1
1krx,prot,NMR,1
1ks0,prot,NMR,1
1ks6,prot,NMR,1
1ksm,prot,NMR,1
1ksq,prot,NMR,1
1ksr,prot,NMR,1
1ktm,prot,NMR,1
1ktu,prot,NMR,1
1ktx,prot,NMR,1
1kul,prot,NMR,1
1kum,prot,NMR,1
1kun,prot,NMR,1
1kup,prot,NMR,1
1kuw,prot,NMR,1
1kuz,prot,NMR,1
1kv4,prot,NMR,1
1kvf,prot,NMR,1
1kvg,prot,NMR,1
1kvi,prot,NMR,1
1kvj,prot,NMR,1
1kvn,prot,NMR,1
1kvv,prot,NMR,1
1kvz,prot,NMR,1
1kwd,prot,NMR,1
1kwe,prot,NMR,1
1kwj,prot,NMR,1
1kx2,prot,NMR,1
1kx6,prot,NMR,1
1kx7,prot,NMR,1
1kxl,prot,NMR,1
1kyj,prot,NMR,1
1kz0,prot,NMR,1
1kz2,prot,NMR,1
1kz5,prot,NMR,1
1kzs,prot,NMR,1
1kzt,prot,NMR,1
1kzv,prot,NMR,1
1kzw,prot,NMR,1
1kzx,prot,NMR,1
1l0m,prot,NMR,1
1l1i,prot,NMR,1
1l1k,prot,NMR,1
1l1p,prot,NMR,1
1l2m,prot,NMR,1
1l2n,prot,NMR,1
1l2y,prot,NMR,1
1l2z,prot,NMR,1
1l3e,prot,NMR,1
1l3g,prot,NMR,1
1l3h,prot,NMR,1
1l3n,prot,NMR,1
1l3o,prot,NMR,1
1l3q,prot,NMR,1
1l3x,prot,NMR,1
1l3y,prot,NMR,1
1l4s,prot,NMR,1
1l4t,prot,NMR,1
1l4v,prot,NMR,1
1l4w,prot,NMR,1
1l5c,prot,NMR,1
1l5d,prot,NMR,1
1l5e,prot,NMR,1
1l5i,prot,NMR,1
1l6e,prot,NMR,1
1l6h,prot,NMR,1
1l6n,prot,NMR,1
1l6t,prot,NMR,1
1l6u,prot,NMR,1
1l6v,prot,NMR,1
1l7b,prot,NMR,1
1l7y,prot,NMR,1
1l8c,prot,NMR,1
1l8y,prot,NMR,1
1l8z,prot,NMR,1
1la0,prot,NMR,1
1la3,prot,NMR,1
1la4,prot,NMR,1
1lab,prot,NMR,1
1lac,prot,NMR,1
1lb0,prot,NMR,1
1lb7,prot,NMR,1
1lbj,prot,NMR,1
1lc1,prot,NMR,1
1lc2,prot,NMR,1
1lcm,prot,NMR,1
1lcx,prot,NMR,1
1ld5,prot,NMR,1
1ld6,prot,NMR,1
1ldl,prot,NMR,1
1ldr,prot,NMR,1
1le0,prot,NMR,1
1le1,prot,NMR,1
1le3,prot,NMR,1
1lea,prot,NMR,1
1leb,prot,NMR,1
1lfc,prot,NMR,1
1lg4,prot,NMR,1
1lgl,prot,NMR,1
1lip,prot,NMR,1
1liq,prot,NMR,1
1lir,prot,NMR,1
1ljv,prot,NMR,1
1ljz,prot,NMR,1
1lkj,prot,NMR,1
1lkn,prot,NMR,1
1lkq,prot,NMR,1
1ll8,prot,NMR,1
1lm0,prot,NMR,1
1lm2,prot,NMR,1
1lmj,prot,NMR,1
1lmm,prot,NMR,1
1lmr,prot,NMR,1
1lms,prot,NMR,1
1lmz,prot,NMR,1
1ln6,prot,NMR,1
1loi,prot,NMR,1
1lpv,prot,NMR,1
1lq7,prot,NMR,1
1lqc,prot,NMR,1
1lqh,prot,NMR,1
1lqi,prot,NMR,1
1lqq,prot,NMR,1
1lr1,prot,NMR,1
1lre,prot,NMR,1
1ls4,prot,NMR,1
1ls8,prot,NMR,1
1lsi,prot,NMR,1
1lu8,prot,NMR,1
1lud,prot,NMR,1
1lui,prot,NMR,1
1luk,prot,NMR,1
1lum,prot,NMR,1
1lun,prot,NMR,1
1lup,prot,NMR,1
1lv3,prot,NMR,1
1lv4,prot,NMR,1
1lv9,prot,NMR,1
1lvq,prot,NMR,1
1lvr,prot,NMR,1
1lvz,prot,NMR,1
1lwm,prot,NMR,1
1lwr,prot,NMR,1
1lx8,prot,NMR,1
1lxf,prot,NMR,1
1lxg,prot,NMR,1
1lxh,prot,NMR,1
1lxl,prot,NMR,1
1ly7,prot,NMR,1
1lyp,prot,NMR,1
1m02,prot,NMR,1
1m0g,prot,NMR,1
1m0j,prot,NMR,1
1m0v,prot,NMR,1
1m12,prot,NMR,1
1m23,prot,NMR,1
1m25,prot,NMR,1
1m2c,prot,NMR,1
1m2e,prot,NMR,1
1m2f,prot,NMR,1
1m2s,prot,NMR,1
1m30,prot,NMR,1
1m31,prot,NMR,1
1m36,prot,NMR,1
1m39,prot,NMR,1
1m3a,prot,NMR,1
1m3b,prot,NMR,1
1m3c,prot,NMR,1
1m3g,prot,NMR,1
1m3v,prot,NMR,1
1m42,prot,NMR,1
1m4e,prot,NMR,1
1m4f,prot,NMR,1
1m4p,prot,NMR,1
1m4q,prot,NMR,1
1m58,prot,NMR,1
1m5z,prot,NMR,1
1m60,prot,NMR,1
1m62,prot,NMR,1
1m7k,prot,NMR,1
1m7l,prot,NMR,1
1m7t,prot,NMR,1
1m8b,prot,NMR,1
1m8c,prot,NMR,1
1m8l,prot,NMR,1
1m8m,prot,NMR,1
1m8o,prot,NMR,1
1m94,prot,NMR,1
1m9g,prot,NMR,1
1m9l,prot,NMR,1
1m9o,prot,NMR,1
1m9w,prot,NMR,1
1ma2,prot,NMR,1
1ma4,prot,NMR,1
1ma5,prot,NMR,1
1ma6,prot,NMR,1
1mag,prot,NMR,1
1maj,prot,NMR,1
1mak,prot,NMR,1
1mb6,prot,NMR,1
1mbe,prot,NMR,1
1mbf,prot,NMR,1
1mbg,prot,NMR,1
1mbh,prot,NMR,1
1mbj,prot,NMR,1
1mbk,prot,NMR,1
1mc7,prot,NMR,1
1mdi,prot,NMR,1
1mdj,prot,NMR,1
1mdk,prot,NMR,1
1mea,prot,NMR,1
1med,prot,NMR,1
1mek,prot,NMR,1
1meq,prot,NMR,1
1mf6,prot,NMR,1
1mfn,prot,NMR,1
1mfs,prot,NMR,1
1mg8,prot,NMR,1
1mgs,prot,NMR,1
1mgx,prot,NMR,1
1mh6,prot,NMR,1
1mhi,prot,NMR,1
1mhj,prot,NMR,1
1mhu,prot,NMR,1
1mi2,prot,NMR,1
1mic,prot,NMR,1
1mii,prot,NMR,1
1mit,prot,NMR,1
1mjd,prot,NMR,1
1mk3,prot,NMR,1
1mkc,prot,NMR,1
1mke,prot,NMR,1
1mkn,prot,NMR,1
1mm0,prot,NMR,1
1mm2,prot,NMR,1
1mm3,prot,NMR,1
1mm4,prot,NMR,1
1mm5,prot,NMR,1
1mmc,prot,NMR,1
1mnl,prot,NMR,1
1mnt,prot,NMR,1
1mny,prot,NMR,1
1mo7,prot,NMR,1
1mo8,prot,NMR,1
1mot,prot,NMR,1
1mp1,prot,NMR,1
1mp6,prot,NMR,1
1mpe,prot,NMR,1
1mph,prot,NMR,1
1mpv,prot,NMR,1
1mpz,prot,NMR,1
1mq1,prot,NMR,1
1mqx,prot,NMR,1
1mqy,prot,NMR,1
1mqz,prot,NMR,1
1mr0,prot,NMR,1
1mr4,prot,NMR,1
1mr6,prot,NMR,1
1mrb,prot,NMR,1
1mrt,prot,NMR,1
1msg,prot,NMR,1
1msh,prot,NMR,1
1msz,prot,NMR,1
1mtq,prot,NMR,1
1mtx,prot,NMR,1
1mut,prot,NMR,1
1mux,prot,NMR,1
1muz,prot,NMR,1
1mv0,prot,NMR,1
1mv3,prot,NMR,1
1mv4,prot,NMR,1
1mvg,prot,NMR,1
1mvi,prot,NMR,1
1mvj,prot,NMR,1
1mvz,prot,NMR,1
1mw4,prot,NMR,1
1mwb,prot,NMR,1
1mwn,prot,NMR,1
1mwy,prot,NMR,1
1mwz,prot,NMR,1
1mx7,prot,NMR,1
1mx8,prot,NMR,1
1mxl,prot,NMR,1
1mxn,prot,NMR,1
1mxp,prot,NMR,1
1mxq,prot,NMR,1
1myf,prot,NMR,1
1myn,prot,NMR,1
1myo,prot,NMR,1
1myu,prot,NMR,1
1mzi,prot,NMR,1
1mzk,prot,NMR,1
1mzt,prot,NMR,1
1n02,prot,NMR,1
1n09,prot,NMR,1
1n0a,prot,NMR,1
1n0c,prot,NMR,1
1n0d,prot,NMR,1
1n0z,prot,NMR,1
1n1u,prot,NMR,1
1n27,prot,NMR,1
1n2y,prot,NMR,1
1n3g,prot,NMR,1
1n3h,prot,NMR,1
1n3j,prot,NMR,1
1n3k,prot,NMR,1
1n4c,prot,NMR,1
1n4i,prot,NMR,1
1n4n,prot,NMR,1
1n4y,prot,NMR,1
1n5g,prot,NMR,1
1n5h,prot,NMR,1
1n5p,prot,NMR,1
1n65,prot,NMR,1
1n6t,prot,NMR,1
1n6u,prot,NMR,1
1n6v,prot,NMR,1
1n6z,prot,NMR,1
1n72,prot,NMR,1
1n7l,prot,NMR,1
1n7t,prot,NMR,1
1n87,prot,NMR,1
1n88,prot,NMR,1
1n89,prot,NMR,1
1n8m,prot,NMR,1
1n91,prot,NMR,1
1n9c,prot,NMR,1
1n9j,prot,NMR,1
1n9u,prot,NMR,1
1n9v,prot,NMR,1
1nau,prot,NMR,1
1nb1,prot,NMR,1
1nbj,prot,NMR,1
1nbl,prot,NMR,1
1nc8,prot,NMR,1
1ncp,prot,NMR,1
1ncs,prot,NMR,1
1nct,prot,NMR,1
1ncu,prot,NMR,1
1ncv,prot,NMR,1
1nd9,prot,NMR,1
1ne3,prot,NMR,1
1ne5,prot,NMR,1
1nea,prot,NMR,1
1neb,prot,NMR,1
1nee,prot,NMR,1
1neh,prot,NMR,1
1nei,prot,NMR,1
1neq,prot,NMR,1
1ner,prot,NMR,1
1new,prot,NMR,1
1nfa,prot,NMR,1
1ng7,prot,NMR,1
1ng8,prot,NMR,1
1ngl,prot,NMR,1
1ngr,prot,NMR,1
1nh4,prot,NMR,1
1nh5,prot,NMR,1
1nha,prot,NMR,1
1nhm,prot,NMR,1
1nhn,prot,NMR,1
1nho,prot,NMR,1
1ni7,prot,NMR,1
1ni8,prot,NMR,1
1nil,prot,NMR,1
1nim,prot,NMR,1
1nin,prot,NMR,1
1niq,prot,NMR,1
1nix,prot,NMR,1
1niy,prot,NMR,1
1niz,prot,NMR,1
1nj0,prot,NMR,1
1nj3,prot,NMR,1
1njq,prot,NMR,1
1nkf,prot,NMR,1
1nkl,prot,NMR,1
1nku,prot,NMR,1
1nla,prot,NMR,1
1nlo,prot,NMR,1
1nlp,prot,NMR,1
1nm4,prot,NMR,1
1nm7,prot,NMR,1
1nmf,prot,NMR,1
1nmg,prot,NMR,1
1nmi,prot,NMR,1
1nmj,prot,NMR,1
1nmr,prot,NMR,1
